GOODS_CODE,SUFFIX,INDENT,DESCRIPTION,IS_LEAF,START_DATE
2917340050,80,4,Diisopentyl phthalate (CAS RN 605-50-5),1,01-10-2019
2917340055,80,4,Dipentyl phthalate (CAS RN 131-18-0),1,01-10-2019
2917340060,80,4,N-pentyl-isopentylphthalate (CAS RN 776297-69-9),1,01-10-2019
2917340065,80,4,"1,2-Benzenedicarboxylic acid, dihexyl ester, branched and line (CAS RN 68515-50-4)",1,27-02-2020
2917340070,80,4,Dihexyl phthalate(CAS RN 84-75-3),1,27-02-2020
2917340090,80,4,Other,1,01-01-2012
2917350000,80,3,Phthalic anhydride,1,01-01-1972
2917360000,80,3,Terephthalic acid and its salts,0,01-01-1972
2917360011,80,4,"Terephthalic acid of a purity by weight of 99,5% or more, usually falling under Chemical Abstracts Service (‘CAS’) number 100-21-0 and usually corresponding to the Customs and Statistics (‘CUS’) number 0023865-3",1,13-08-2025
2917360019,80,4,Other,1,13-08-2025
2917370000,80,3,Dimethyl terephthalate,0,01-01-1972
2917370010,80,4,With a purity by weight of 95 % or more,1,01-01-2025
2917370090,80,4,Other,1,01-01-2025
2917390000,80,3,Other,0,01-01-1972
2917392000,80,4,"Ester or anhydride of tetrabromophthalic acid; benzene-1,2,4-tricarboxylic acid; isophthaloyl dichloride, containing by weight 0,8 % or less of terephthaloyl dichloride; naphthalene-1,4,5,8-tetracarboxylic acid; tetrachlorophthalic anhydride; sodium 3,5-bis(methoxycarbonyl)benzenesulphonate",1,01-01-2009
2917393500,80,4,"Bis(2-ethylhexyl) benzene-1,4-dicarboxylate (DOTP)",1,01-01-2023
2917398500,80,4,Other,0,01-01-2023
2917398520,80,5,"Dibutyl-1,4-benzenedicarboxylate (CAS RN 1962-75-0)",1,01-01-2023
2917398525,80,5,"Naphthalene-1,8-dicarboxylic anhydride (CAS RN 81-84-5)",1,01-01-2023
2917398530,80,5,"Benzene-1,2:4,5-tetracarboxylic dianhydride (CAS RN 89-32-7)",1,01-01-2023
2917398545,80,5,3-(4-Chlorophenyl)glutaric acid (CAS RN 35271-74-0) with a purity by weight of 98 % or more,1,01-01-2023
2917398550,80,5,"1,4,5,8-Naphthalenetetracarboxylic acid-1,8-monoanhydride (CAS RN 52671-72-4)",1,01-01-2023
2917398555,80,5,3-Nitrophthalic acid (CAS RN 603-11-2) with a purity by weight of 98 % or more,1,01-01-2024
2917398560,80,5,"Perylene-3,4:9,10-tetracarboxylic dianhydride(CAS RN 128-69-8)",1,01-01-2023
2917398590,80,5,Other,1,01-01-2023
2918000000,80,1,"Carboxylic acids with additional oxygen function and their anhydrides, halides, peroxides and peroxyacids; their halogenated, sulphonated, nitrated or nitrosated derivatives",0,01-01-1972
2918110000,10,2,"Carboxylic acids with alcohol function but without other oxygen function, their anhydrides, halides, peroxides, peroxyacids and their derivatives",,01-01-1972
2918110000,80,3,"Lactic acid, its salts and esters",0,01-01-1972
2918110020,80,4,"L-(+)-lactic acid (CAS RN 79-33-4) with a purity by weight of 99 % or more, for use in the manufacturing of: - esters and other derivatives (i.e. products obtained from a chemical reaction with the formation of new intramolecular bonds), or - solutions produced under GMP (Good Manufacturing Practice) conditions to be supplied to the pharmaceutical industry",1,01-07-2025
2918110080,80,4,Other,1,01-07-2025
2918120000,80,3,Tartaric acid,1,01-01-1972
2918130000,80,3,Salts and esters of tartaric acid,1,01-01-1972
2918140000,80,3,Citric acid,0,01-01-1972
2918140010,80,4,Consigned from Malaysia,1,02-05-2015
2918140090,80,4,Other,1,02-05-2015
2918150000,80,3,Salts and esters of citric acid,0,01-01-1972
2918150011,10,4,Trisodium citrate dihydrate,,02-05-2015
2918150011,80,5,Consigned from Malaysia,1,02-05-2015
2918150019,80,5,Other,1,02-05-2015
2918150090,80,4,Other,1,04-06-2008
2918160000,80,3,"Gluconic acid, its salts and esters",0,01-01-1972
2918160010,80,4,Dry sodium gluconate with a Customs Union and Statistics (CUS) number 0023277-9 and a Chemical Abstracts Service (CAS) registry number 527-07-1,1,05-05-2010
2918160090,80,4,Other,1,05-05-2010
2918170000,80,3,"2,2-Diphenyl-2-hydroxyacetic acid (benzilic acid)",1,01-01-2017
2918180000,80,3,Chlorobenzilate (ISO),1,01-01-2007
2918190000,80,3,Other,0,01-01-1972
2918193000,80,4,"Cholic acid, 3-α,12-α-dihydroxy-5-β-cholan-24-oic acid (deoxycholic acid), their salts and esters",0,01-01-1972
2918193010,80,5,Cholic acid (CAS RN 81-25-4),1,01-01-2015
2918193020,80,5,"3-α,12-α-Dihydroxy-5-β-cholan-24-oic acid (deoxycholic acid) (CAS RN 83-44-3)",1,01-01-2015
2918193090,80,5,Other,1,01-01-2015
2918194000,80,4,"2,2-Bis(hydroxymethyl)propionic acid",1,01-01-1997
2918199800,80,4,Other,0,01-01-2010
2918199820,80,5,L-Malic acid (CAS RN 97-67-6),1,01-01-2010
2918199825,80,5,(S)-2-Hydroxy-2-phenylacetic acid (CAS RN 17199-29-0) with a purity by weight of 99 % or more,1,01-07-2023
2918199830,80,5,Ethyl 1-hydroxycyclopentanecarboxylate (CAS RN 41248-23-1),1,01-01-2020
2918199850,80,5,12-Hydroxyoctadecanoic acid (CAS RN 106-14-9) with a purity by weight of 90 % or more for use in the manufacture of polyglycerin-poly-12-hydroxyoctadecanoic acid esters,1,01-07-2020
2918199860,80,5,"(R)-tert-butyl 2'-(1-hydroxyethyl)-3-methyl-[1,1'-biphenyl]-4-carboxylate (CAS RN 1246560-92-8) with a purity by weight of 98 % or more",1,01-07-2021
2918199870,80,5,Rac-tert-butyl 3-hydroxy-4-pentenoate (CAS RN 122763-67-1) with a purity by weight of 98 % or more,1,01-01-2023
2918199890,80,5,Other,1,01-01-2010
2918210000,10,2,"Carboxylic acids with phenol function but without other oxygen function, their anhydrides, halides, peroxides, peroxyacids and their derivatives",,01-01-1972
2918210000,80,3,Salicylic acid and its salts,1,01-01-1972
2918220000,80,3,"o-Acetylsalicylic acid, its salts and esters",1,01-01-1972
2918230000,80,3,Other esters of salicylic acid and their salts,1,01-01-1972
2918290000,80,3,Other,0,01-01-1972
2918290035,80,4,"Propyl 3,4,5-trihydroxybenzoate (CAS RN 121-79-9)",1,01-07-2013
2918290045,80,4,3-Hydroxy-2-naphthoic acid (CAS RN 92-70-6) with a purity by weight of 98 % or more,1,01-01-2026
2918290060,80,4,"Methyl-, ethyl-, propyl- or butyl esters of 4-hydroxybenzoic acid or their sodium salts (CAS RN 35285-68-8, 99-76-3, 5026-62-0, 94-26-8, 94-13-3, 35285-69-9, 120-47-8, 36457-20-2 or 4247-02-3)",1,01-01-2012
2918290070,80,4,"3,5-Diiodosalicylic acid (CAS RN 133-91-5)",1,01-07-2015
2918290075,80,4,"Octadecyl 3-(3,5-di-tert-butyl-4-hydroxyphenyl)propionate (CAS RN 2082-79-3) with - a sieve passing fraction at a mesh width of 500 μm of more than 99 % by weight and - a melting point of 49 °C or more, but not more than 54 °C, for use in the manufacture of PVC processing stabilizer-one packs based on powder mixtures (powders or press granulates)",1,01-01-2017
2918290080,80,4,"Pentaerythritol tetrakis(3-(3,5-di-tert-butyl-4-hydroxyphenyl)propionate) (CAS RN 6683-19-8) with: - a sieve passing fraction at a mesh width of 250 μm of more than 75 % by weight and at a mesh width of 500 μm of more than 99 % by weight, and - a melting point of 110 °C or more, but not more than 125 °C, for use in the manufacture of PVC processing stabilizer-one packs based on powder mixtures (powders or press granulates)",1,01-01-2017
2918290085,80,4,"Hexamethylene bis[3-(3,5-di-tert-butyl-4-hydroxyphenyl)propionate] (CAS RN 35074-77-2) with a purity by weight of 97 % or more",1,01-07-2026
2918290090,80,4,Other,1,01-01-2009
2918300000,80,2,"Carboxylic acids with aldehyde or ketone function but without other oxygen function, their anhydrides, halides, peroxides, peroxyacids and their derivatives",0,01-01-1972
2918300010,80,3,"Benzophenone-3,3′,4,4′-tetracarboxylic dianhydride (CAS RN 2421-28-5)",1,01-01-1999
2918300013,10,3,"Glyoxylic acid (CAS Number 298-12-4), of a purity of at least 95% by dry weight, whether in solid form or as an aqueous solution, with a concentration by weight higher than 40%",,24-09-2025
2918300013,80,4,Other than for use in the production of formaldehyde-free sulfur-based reducing agents (“FFSRAs”) and with an iron (Fe) content of ≥ 10 and ≤ 20 PPM (parts per million),1,24-09-2025
2918300014,80,4,Other,1,24-09-2025
2918300017,80,3,Ethyl alpha-phenylacetoacetate (EAPA) CAS No 5413-05-8,1,03-10-2022
2918300027,80,3,Diethyl (phenylacetyl) propanedioate (DEPAPD) (CAS RN 20320-59-6),1,20-02-2023
2918300030,80,3,Methyl-2-benzoylbenzoate (CAS RN 606-28-0),1,01-01-2009
2918300035,80,3,3-Oxocyclobutane-1-carboxylic acid with a purity by weight of 98 % or more (CAS RN 23761-23-1),1,01-07-2020
2918300037,80,3,Methyl alpha-phenylacetoacetate (MAPA) CAS No. 16648-44-5,1,13-02-2023
2918300043,80,3,Ethyl 4-oxovalerate (CAS RN 539-88-8) with a purity by weight of 98 % or more,1,01-07-2025
2918300048,80,3,Prohexadione-calcium (ISOM) (CAS RN 127277-53-6) with a purity by weight of 95 % or more,1,01-01-2026
2918300053,80,3,2-(4-Chlorobenzoyl)benzoic acid (CAS RN 85-56-3) with a purity by weight of 99 % or more,1,01-01-2026
2918300055,80,3,Methyl 3-oxo-pentanoate (CAS RN 30414-53-0) with a purity by weight of 98 % or more,1,01-07-2022
2918300060,80,3,4-Oxovaleric acid (CAS RN 123-76-2),1,01-01-2015
2918300070,80,3,2-​[4-​Chloro-​3-​(chlorosulphonyl)​benzoyl]​benzoic acid (CAS RN 68592-12-1),1,01-07-2015
2918300075,80,3,"Methyl 2-((1S,2R)-3-oxo-2-pentylcyclopentyl)acetate (CAS RN 151716-35-7) with a purity by weight of 99 % or more",1,01-01-2023
2918300080,80,3,Methyl benzoylformate (CAS RN 15206-55-0),1,01-01-2017
2918300085,80,3,2-Fluoro-5-formylbenzoic acid (CAS RN 550363-85-4) with a purity by weight of 98 % or more,1,01-01-2023
2918300087,80,3,Ethyl acetoacetate (CAS RN 141-97-9) with a purity by weight of 98 % or more,1,01-01-2023
2918300090,80,3,Other,1,01-01-1999
2918910000,10,2,Other,,01-01-2007
2918910000,80,3,"2,4,5-T (ISO) (2,4,5-trichlorophenoxyacetic acid), its salts and esters",1,01-01-2007
2918990000,80,3,Other,0,01-01-2007
2918994000,80,4,"2,6-Dimethoxybenzoic acid; dicamba (ISO); sodium phenoxyacetate",1,01-01-2009
2918999000,80,4,Other,0,01-01-2007
2918999013,80,5,3-Methoxy-2-methylbenzoyl chloride (CAS RN 24487-91-0),1,01-07-2016
2918999015,80,5,"Ethyl 2,3-epoxy-3-phenylbutyrate (CAS RN 77-83-8)",1,01-07-2013
2918999018,80,5,Ethyl 2-hydroxy-2-(4-phenoxyphenyl)propanoate (CAS RN 132584-17-9),1,01-07-2016
2918999025,80,5,Methyl (E)-3-methoxy-2-(2-chloromethylphenyl)-2-propenoate (CAS RN 117428-51-0),1,01-07-2014
2918999027,80,5,Ethyl 3-ethoxypropionate (CAS RN 763-69-9),1,01-01-2018
2918999035,80,5,p-Anisic acid (CAS RN 100-09-4),1,01-01-2015
2918999038,80,5,Diclofop-methyl (ISO) (CAS RN 51338-27-3),1,01-07-2018
2918999040,80,5,trans-4-Hydroxy-3-methoxycinnamic acid (CAS RN 1135-24-6),1,01-01-2007
2918999045,80,5,4-Methylcatechol dimethyl acetate (CAS RN 52589-39-6),1,01-01-2015
2918999048,80,5,2-Bromo-5-methoxybenzoic acid (CAS RN 22921-68-2) with a purity by weight of 98 % or more,1,01-07-2021
2918999050,80,5,"Methyl 3,4,5-trimethoxybenzoate (CAS RN 1916-07-0)",1,01-01-2007
2918999058,80,5,"2,4-D (ISO) (CAS RN 94-75-7) with a purity by weight of 98 % or more",1,01-07-2024
2918999060,80,5,"3,4,5-Trimethoxybenzoic acid (CAS RN 118-41-2)",1,01-01-2007
2918999063,80,5,2-methyl-3-phenyloxirane-2-carboxylic acid (BMK glycidic acid) CAS No. 25547-51-7,1,13-02-2023
2918999067,80,5,Allyl-(3-methylbutoxy)acetate (CAS RN 67634-00-8) with a purity by weight of 95 % or more,1,01-07-2025
2918999073,80,5,Methyl (2R)-2-(4-hydroxyphenoxy)propionate (CAS RN 96562-58-2) with a purity by weight of 97 % or more,1,01-01-2025
2918999078,80,5,"3,4-Epoxycyclohexylmethyl-3',4'-epoxycyclohexane carboxylate (CAS RN 2386-87-0) with a purity by weight of 91 % or more",1,01-01-2026
2918999085,80,5,Trinexapac-Ethyl (ISO) (CAS RN 95266-40-3) with a purity by weight of 96 % or more,1,01-01-2016
2918999090,80,5,Other,1,01-01-2007
2919000000,10,1,"Viii. esters of inorganic acids of non-metals and their salts, and their halogenated, sulphonated, nitrated or nitrosated derivatives",,01-01-1972
2919000000,80,1,"Phosphoric esters and their salts, including lactophosphates; their halogenated, sulphonated, nitrated or nitrosated derivatives",0,01-01-1972
2919100000,80,2,"Tris(2,3-dibromopropyl) phosphate",1,01-01-2007
2919900000,80,2,Other,0,01-01-2007
2919900020,80,3,Tris(2-chloroethyl) phosphate (CAS RN 115-96-8),1,01-10-2019
2919900045,80,3,Trixylyl phosphate (CAS RN 25155-23-1),1,27-02-2020
2919900050,80,3,Triethyl phosphate (CAS RN 78-40-0),1,01-07-2012
2919900060,80,3,Bisphenol-A bis(diphenyl phosphate) (CAS RN 5945-33-5),1,01-07-2014
2919900065,80,3,Tris(2-chloro-1-methylethyl) phosphate (CAS RN 13674-84-5),1,11-08-2023
2919900070,80,3,Tris(2-butoxyethyl)phosphate (CAS RN 78-51-3),1,01-01-2015
2919900090,80,3,Other,1,01-01-2009
2920000000,80,1,"Esters of other inorganic acids of non-metals (excluding esters of hydrogen halides) and their salts; their halogenated, sulphonated, nitrated or nitrosated derivatives",0,01-01-1972
2920110000,10,2,"Thiophosphoric esters (phosphorothioates) and their salts; their halogenated, sulphonated, nitrated or nitrosated derivatives",,01-01-2007
2920110000,80,3,Parathion (ISO) and parathion-methyl (ISO) (methyl-parathion),1,01-01-2007
2920190000,80,3,Other,0,01-01-2007
2920190030,80,4,"2,2'-Oxybis(5,5-dimethyl-1,3,2-dioxaphosphorinane)-2,2'-disulphide (CAS RN 4090-51-1)",1,01-01-2016
2920190090,80,4,Other,1,01-01-2007
2920210000,10,2,"Phosphite esters and their salts; their halogenated, sulphonated, nitrated or nitrosated derivatives",,01-01-2017
2920210000,80,3,Dimethyl phosphite,1,01-01-2017
2920220000,80,3,Diethyl phosphite,1,01-01-2017
2920230000,80,3,Trimethyl phosphite,1,01-01-2017
2920240000,80,3,Triethyl phosphite,1,01-01-2017
2920290000,80,3,Other,0,01-01-2017
2920290010,80,4,"O,O'-Dioctadecyl pentaerythritol bis(phosphite) (CAS RN 3806-34-6)",1,01-01-2017
2920290020,80,4,Tris(methylphenyl)phosphite (CAS RN 25586-42-9),1,01-01-2017
2920290025,80,4,Fosetyl-aluminium (ISOM)(CAS RN 39148-24-8) with a purity by weight of 96 % or more,1,01-07-2025
2920290035,80,4,"Fosetyl-sodium (ISO)(CAS RN 39148-16-8) in the form of an aqueous solution, containing by weight 39 % or more, but not more than 41 % of fosetyl-sodium",1,01-01-2026
2920290040,80,4,"Bis(2,4-dicumylphenyl)pentaerythritol diphosphite (CAS RN 154862-43-8)",1,01-01-2017
2920290045,80,4,Tris(2-chloroethyl) phosphite (CAS RN 140-08-9) with a purity by weight of 90 % or more,1,01-01-2026
2920290080,80,4,"2,4,8,10-tetrakis(1,1-dimethylethyl)-6-(2-ethylhexyloxy)-12H dibenzo[d,g][1,3,2]dioxaphosphocin (CAS RN 126050-54-2) with a purity by weight of 95 % or more",1,01-07-2020
2920290090,80,4,Other,1,01-01-2017
2920300000,80,2,Endosulfan (ISO),1,01-01-2017
2920900000,80,2,Other,0,01-01-1972
2920901000,80,3,"Sulphuric esters and carbonic esters and their salts, and their halogenated, sulphonated, nitrated or nitrosated derivatives",0,01-01-1972
2920901013,80,4,Tetraethyl orthocarbonate (CAS RN 78-09-1) with a purity by weight of 99 % or more,1,01-01-2024
2920901020,80,4,"Diallyl 2,2'-oxydiethyl dicarbonate (CAS RN 142-22-3)",1,01-05-2004
2920901023,80,4,"1,3,2-Dioxathiolane 2,2-dioxide (CAS RN 1072-53-3) with a purity by weight of 99 %, or more",1,01-07-2024
2920901033,80,4,Ethyl methyl carbonate (CAS RN 623-53-0) with a purity by weight of 98 % or more,1,01-01-2026
2920901040,80,4,Dimethyl carbonate (CAS RN 616-38-6),1,01-07-2005
2920901045,80,4,Ethylene carbonate (CAS RN 96-49-1) with a purity by weight of 99 % or more,1,01-07-2022
2920901050,80,4,Di-tert-butyl dicarbonate (CAS RN 24424-99-5),1,01-01-2006
2920901055,80,4,"Vinylene carbonate (CAS RN 872-36-6) with a purity by weight of 99,9 % or more",1,01-07-2022
2920901065,80,4,Vinyl ethylene carbonate (CAS RN 4427-96-7) with a purity by weight of 99 % or more,1,01-07-2022
2920901075,80,4,Dimethyl Sulphate (CAS RN 77-78-1) with a purity of at least 99 %,1,01-07-2020
2920901085,80,4,"Diethyl carbonate (CAS RN 105-58-8) with a purity by weight of 99,9 % or more",1,01-07-2025
2920901090,80,4,Other,1,01-01-1972
2920907000,80,3,Other,0,01-01-2017
2920907010,80,4,Tris(2-propylheptyl) borate (CAS RN 1488321-95-4) with a purity by weight of 90 % or more,1,01-01-2024
2920907015,80,4,α-endosulfan (CAS 959-98-8),1,15-02-2024
2920907020,80,4,Diethyl phosphorochloridate (CAS RN 814-49-3),1,01-07-2019
2920907025,80,4,endosulfan II; β-endosulfan (CAS 33213-65-9),1,15-02-2024
2920907035,80,4,Triisopropyl borate (CAS RN 5419-55-6) with a purity by weight of 99 % or more,1,01-01-2025
2920907060,80,4,Bis(neopentylglycolato)diboron (CAS RN 201733-56-4),1,01-01-2017
2920907070,80,4,"4,4,5,5-Tetramethyl-1,3,2-dioxaborolane (CAS RN 25015-63-8) with a purity by weight of 97 % or more, containing not more than 1 % of the stabiliser triethylamine (CAS RN 121-44-8)",1,01-07-2023
2920907080,80,4,Bis(pinacolato)diboron (CAS RN 73183-34-3),1,01-01-2017
2920907090,80,4,Other,1,01-01-2017
2921000000,10,1,Ix. nitrogen-function compounds,,01-01-1972
2921000000,80,1,Amine-function compounds,0,01-01-1972
2921110000,10,2,Acyclic monoamines and their derivatives; salts thereof,,01-01-1972
2921110000,80,3,"Methylamine, di- or trimethylamine and their salts",1,01-01-1972
2921120000,80,3,"2-(N,N-Dimethylamino)ethylchloride hydrochloride",1,01-01-2017
2921130000,80,3,"2-(N,N-Diethylamino)ethylchloride hydrochloride",1,01-01-2017
2921140000,80,3,"2-(N,N-Diisopropylamino)ethylchloride hydrochloride",1,01-01-2017
2921190000,80,3,Other,0,01-01-1972
2921194000,80,4,"1,1,3,3-Tetramethylbutylamine",1,01-01-1997
2921195000,80,4,Diethylamine and its salts,1,01-01-2007
2921199900,80,4,Other,0,01-01-2010
2921199920,80,5,Ethyl(2-methylallyl)amine (CAS RN 18328-90-0),1,01-01-2010
2921199930,80,5,Allylamine (CAS RN 107-11-9),1,01-01-2010
2921199935,80,5,N-Ethyl-N-isopropylpropan-2-amine 2-(difluoromethoxy)acetate with a purity by weight of 98 % or more,1,01-07-2023
2921199945,80,5,2-Chloro-N-(2-chloroethyl)ethanamine hydrochloride (CAS RN 821-48-7),1,01-01-2017
2921199955,80,5,"2,2,2-Trifluoroethylamine hydrochloride (CAS RN 373-88-6) with a purity by weight of 99 % or more",1,01-01-2024
2921199975,80,5,Octadecylamine (CAS RN 124-30-1),1,01-07-2019
2921199980,80,5,"Taurine (CAS RN 107-35-7), with 0,5 % addition of anti-caking agent silicon dioxide (CAS RN 112926-00-8)",1,01-01-2015
2921199990,80,5,Other,1,01-01-2010
2921210000,10,2,Acyclic polyamines and their derivatives; salts thereof,,01-01-1972
2921210000,80,3,Ethylenediamine and its salts,1,01-01-1972
2921220000,80,3,Hexamethylenediamine and its salts,1,01-01-1972
2921290000,80,3,Other,0,01-01-1972
2921290020,80,4,Tris[3-(dimethylamino)propyl]amine (CAS RN 33329-35-0),1,01-07-1994
2921290030,80,4,Bis[3-(dimethylamino)propyl]methylamine (CAS RN 3855-32-1),1,01-07-1994
2921290035,80,4,"Pentamethylenediamine (CAS RN 462-94-2) with a purity by weight of 99 % or more, also as an aqueous solution containing by weight more than 50 % of pentamethylenediamine",1,01-01-2022
2921290040,80,4,Decamethylenediamine (CAS RN 646-25-3),1,01-01-2011
2921290050,80,4,"N'-[3-(Dimethylamino)propyl]-N,N-dimethylpropane-1,3-diamine, (CAS RN 6711-48-4)",1,01-01-2012
2921290060,80,4,Bis(2-dimethylaminoethyl)(methyl)amine (CAS RN 3030-47-5),1,01-01-2016
2921290070,80,4,"N,N,N',N'-tetramethylethylenediamine (CAS RN 110-18-9) with a purity by weight of 99 % or more",1,01-01-2021
2921290090,80,4,Other,1,01-01-1972
2921300000,80,2,"Cyclanic, cyclenic or cycloterpenic mono- or polyamines, and their derivatives; salts thereof",0,01-01-1972
2921301000,80,3,"Cyclohexylamine and cyclohexyldimethylamine, and their salts",1,01-01-1972
2921309100,80,3,"Cyclohex-1,3-ylenediamine (1,3-diaminocyclohexane)",1,01-01-1997
2921309900,80,3,Other,0,01-01-1997
2921309940,80,4,Cyclopropylamin (CAS RN 765-30-0),1,01-07-2013
2921309960,80,4,Amantadine hydrochloride (CAS RN 665-66-7) with a purity by weight of 97 % or more,1,01-01-2024
2921309990,80,4,Other,1,01-01-1997
2921410000,10,2,Aromatic monoamines and their derivatives; salts thereof,,01-01-1972
2921410000,80,3,Aniline and its salts,1,01-01-1972
2921420000,80,3,Aniline derivatives and their salts,0,01-01-1972
2921420025,80,4,"Sodium hydrogen 2-aminobenzene-1,4-disulphonate (CAS RN 24605-36-5)",1,01-01-2009
2921420038,80,4,2-Nitroaniline (CAS RN 88-74-4) with a purity by weight of 99 % or more,1,01-07-2026
2921420040,80,4,"Sodium sulphanilate (CAS RN 515-74-2), also in form of its mono- or dihydrates (CAS RN 123333-70-0 or 6106-22-5)",1,01-07-2015
2921420050,80,4,3-Aminobenzenesulfonic acid (CAS RN 121-47-1),1,01-01-2009
2921420060,80,4,Sulphanilic acid,1,01-01-2009
2921420061,80,4,"Potassium sulphanilate, calcium sulphanilate",1,13-03-2021
2921420065,80,4,4-chloroaniline (CAS RN 106-47-8) with a purity by weight of 99 % or more,1,01-01-2026
2921420070,80,4,"2-Aminobenzene-1,4-disulfonic acid (CAS RN 98-44-2)",1,01-01-2009
2921420080,80,4,4-Chloro-2-nitroaniline (CAS RN 89-63-4),1,01-01-2009
2921420086,80,4,"2,5-Dichloroaniline (CAS RN 95-82-9)",1,01-01-2013
2921420087,80,4,N-Methylaniline (CAS RN 100-61-8),1,01-01-2013
2921420088,80,4,"3,4-Dichloroaniline-6-sulphonic acid (CAS RN 6331-96-0)",1,01-01-2013
2921420089,80,4,4-Fluoro-N-(1-methylethyl)benzeneamine (CAS RN 70441-63-3),1,01-01-2019
2921420090,80,4,Other,1,01-01-2009
2921430000,80,3,Toluidines and their derivatives; salts thereof,0,01-01-1972
2921430025,80,4,"6-Chloro-α,α,α-trifluoro-m-toluidine (CAS RN 121-50-6) with a purity by weight of 98 % or more",1,01-01-2023
2921430035,80,4,3-Chloro-o-toluidine (CAS RN 87-60-5) with a purity by weight of 95 % or more,1,01-01-2024
2921430040,80,4,4-Aminotoluene-3-sulphonic acid (CAS RN 88-44-8),1,01-07-2006
2921430045,80,4,"α,α,α-Trifluoro-o-toluidine (CAS RN 88-17-5) with a purity by weight of 98 % or more",1,01-07-2026
2921430060,80,4,3-Aminobenzotrifluoride (CAS RN 98-16-8),1,01-07-2011
2921430080,80,4,2-Methylaniline (CAS RN 95-53-4) with a purity by weight of at least 99 %,1,01-07-2020
2921430090,80,4,Other,1,01-01-1999
2921440000,80,3,Diphenylamine and its derivatives; salts thereof,0,01-01-1972
2921440020,80,4,Diphenylamine (CAS RN 122-39-4),1,01-07-2003
2921440090,80,4,Other,1,01-07-1997
2921450000,80,3,"1-Naphthylamine (α-naphthylamine), 2-naphthylamine (β-naphthylamine) and their derivatives; salts thereof",0,01-01-1972
2921450015,80,4,N-1-Naphthylaniline (CAS RN 90-30-2) with a purity by weight of 98 % or more,1,01-07-2026
2921450060,80,4,1-Naphthylamine (CAS RN 134-32-7),1,01-01-2018
2921450090,80,4,Other,1,01-07-1994
2921460000,80,3,"Amfetamine (INN), benzfetamine (INN), dexamfetamine (INN), etilamfetamine (INN), fencamfamin (INN), lefetamine (INN), levamfetamine (INN), mefenorex (INN) and phentermine (INN); salts thereof",1,01-01-2002
2921490000,80,3,Other,0,01-01-1972
2921490035,80,4,2-Ethylaniline (CAS RN 578-54-1),1,01-07-2019
2921490045,80,4,"2-(4-Biphenylyl)amino-9,9-dimethylfluoren (CAS RN 897671-69-1) with a purity by weight of 95 % or more",1,01-01-2021
2921490055,80,4,"2-(2-Biphenylyl)amino-9,9-dimethylfluoren (CAS RN 1198395-24-2) with a purity by weight of 95 % or more",1,01-01-2021
2921490065,80,4,"Bis-(9,9-dimethylfluoren-2-yl)amine (CAS RN 500717-23-7) with a purity by weight of 95 % or more",1,01-07-2021
2921490075,80,4,N-Methyl-1-(1-napthyl)methanamine (CAS RN 14489-75-9) with a purity by weight of 99 % or more,1,01-01-2024
2921490090,80,4,Other,1,01-01-2009
2921510000,10,2,Aromatic polyamines and their derivatives; salts thereof,,01-01-1972
2921510000,80,3,"o-, m-, p-Phenylenediamine, diaminotoluenes, and their derivatives; salts thereof",0,01-01-1972
2921511100,10,4,"o-, m-, p-Phenylenediamine, diaminotoluenes and their halogenated, sulphonated, nitrated and nitrosated derivatives; salts thereof",,01-01-1997
2921511100,80,5,"m-Phenylenediamine, of a purity by weight of 99 % or more and containing: - 1 % or less by weight of water, - 200 mg/kg or less of o-phenylenediamine and - 450 mg/kg or less of p-phenylenediamine",1,01-01-1997
2921511900,80,5,Other,0,01-01-1997
2921511910,80,6,o-Phenylenediamine (CAS RN 95-54-5),1,01-01-2002
2921511930,80,6,2-Methyl-p-phenylenediamine sulphate (CAS RN 615-50-9),1,01-07-2006
2921511940,80,6,p-Phenylenediamine (CAS RN 106-50-3),1,01-07-2007
2921511950,80,6,"2-Chloro-1,4-phenylendiamine (CAS RN 615-66-7) or 2,5-dichloro-1,4-phenylendiamine (CAS RN 20103-09-7)",1,01-01-2009
2921511990,80,6,Other,1,01-01-2002
2921519000,80,4,Other,1,01-01-1972
2921590000,80,3,Other,0,01-01-1972
2921595000,80,4,"m-Phenylenebis(methylamine); 2,2′-dichloro-4,4′-methylenedianiline; 4,4′-bi-o-toluidine; 1,8-naphthylenediamine",0,01-01-2009
2921595010,80,5,"2,2'-dichloro-4,4'-methylenedianiline (MOCA) (CAS RN 101-14-4)",1,01-10-2019
2921595090,80,5,Other,1,01-10-2019
2921599000,80,4,Other,0,01-01-1997
2921599015,80,5,"Mixture of isomers of 3,5-diethyltoluenediamine (CAS RN 68479-98-1)",1,01-01-2024
2921599030,80,5,"3,3'-Dichlorobenzidine dihydrochloride (CAS RN 612-83-9)",1,01-01-2003
2921599040,80,5,"4,4'-Diaminostilbene-2,2'-disulphonic acid (CAS RN 81-11-8)",1,01-01-2006
2921599075,80,5,"4,4’- Diaminodiphenylmethane (MDA) (CAS RN 101-77-9)",1,01-10-2019
2921599085,80,5,"4,4'-Methanediyldianiline (CAS RN 101-77-9) with a purity by weight of at least 97 %, in the form of granules, for use in the manufacture of prepolymers",1,01-07-2020
2921599090,80,5,Other,1,01-01-1997
2922000000,80,1,Oxygen-function amino-compounds,0,01-01-1972
